Billie Eilish Fake 3,
-1,0.613551,0.278648,0.25682,0.257663,0.253928,0.210644,0.203837,0.205178,0.207954,0.2007,0.208789,0.197249,0.18776,0.193149,0.202711,0.193383,0.190771,
-1,-1,0.181095,0.177648,0.180146,0.177644,0.170994,0.171346,0.17377,0.175087,0.169479,0.167772,0.164142,0.161,0.163678,0.168387,0.165574,0.163935,
-1,-1,-1,0.166442,0.167832,0.171926,0.178334,0.179223,0.178191,0.180428,0.184666,0.187467,0.189283,0.187422,0.188541,0.185794,0.183837,0.183418,
-1,-1,-1,-1,0.183962,0.186185,0.187597,0.185413,0.183986,0.183469,0.185306,0.189476,0.188263,0.186926,0.18785,0.18805,0.186282,0.18416,
-1,-1,-1,-1,-1,0.188302,0.188934,0.191538,0.195037,0.198589,0.198908,0.200577,0.201047,0.19951,0.200555,0.199562,0.197846,0.197077,
-1,-1,-1,-1,-1,-1,0.198186,0.199615,0.200421,0.202772,0.204594,0.206532,0.205665,0.204366,0.205147,0.205032,0.203419,0.203778,
-1,-1,-1,-1,-1,-1,-1,0.203717,0.203381,0.203668,0.203664,0.203331,0.203987,0.203096,0.203449,0.201667,0.200756,0.19973,
-1,-1,-1,-1,-1,-1,-1,-1,0.202015,0.203989,0.203594,0.203412,0.203911,0.202963,0.204242,0.203846,0.202897,0.202919,
-1,-1,-1,-1,-1,-1,-1,-1,-1,0.204945,0.204025,0.204024,0.20421,0.20344,0.204286,0.203959,0.203196,0.202679,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.203347,0.204156,0.20404,0.202728,0.203371,0.203069,0.201807,0.201765,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.203979,0.203752,0.20274,0.202379,0.201579,0.200432,0.200846,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.201305,0.20044,0.200383,0.200319,0.199209,0.199286,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.198835,0.198919,0.198136,0.197567,0.1978,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.196769,0.19599,0.195944,0.1955,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.197,0.196029,0.195835,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.195132,0.195299,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.194747,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
